text_column	other_column1	other_column2	other_column3	corrected_text	cleaned_text	tokens
they should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .	-1,-1 FOOD#QUALITY 0 -1,-1			they should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .	they should have called it mascarpone with chocolate chips  good but a far cry from what the name implies 	['they', 'should', 'have', 'called', 'it', 'mascarpone', 'with', 'chocolate', 'chips', 'good', 'but', 'a', 'far', 'cry', 'from', 'what', 'the', 'name', 'implies']
priced at upper intermediate range .	-1,-1 RESTAURANT#PRICES 0 -1,-1			prices at upper intermediate range .	prices at upper intermediate range 	['prices', 'at', 'upper', 'intermediate', 'range']
it was pretty inexpensive too .	-1,-1 RESTAURANT#PRICES 2 3,4			it was pretty expensive too .	it was pretty expensive too 	['it', 'was', 'pretty', 'expensive', 'too']
this place has the best chinese style bbq ribs in the city .	7,9 FOOD#QUALITY 2 4,5	7,9 FOOD#STYLE_OPTIONS 2 4,5		this place has the best chinese style by ribs in the city .	this place has the best chinese style by ribs in the city 	['this', 'place', 'has', 'the', 'best', 'chinese', 'style', 'by', 'ribs', 'in', 'the', 'city']
it ' s great to go for a quick lunch either alone or with a friend .	-1,-1 RESTAURANT#MISCELLANEOUS 2 3,4			it ' s great to go for a quick lunch either alone or with a friend .	it  s great to go for a quick lunch either alone or with a friend 	['it', 's', 'great', 'to', 'go', 'for', 'a', 'quick', 'lunch', 'either', 'alone', 'or', 'with', 'a', 'friend']
it ' s definately not a place to go if you want to impress someone .	6,7 RESTAURANT#MISCELLANEOUS 0 13,14			it ' s definitely not a place to go if you want to impress someone .	it  s definitely not a place to go if you want to impress someone 	['it', 's', 'definitely', 'not', 'a', 'place', 'to', 'go', 'if', 'you', 'want', 'to', 'impress', 'someone']
however , if you want great food at a great price and do n ' t mind the decor , you ca n ' t beat this place .	6,7 FOOD#QUALITY 2 5,6	6,7 FOOD#PRICES 2 9,10	18,19 AMBIENCE#GENERAL 1 -1,-1	however , if you want great food at a great price and do n ' t mind the door , you ca n ' t beat this place .	however  if you want great food at a great price and do n  t mind the door  you ca n  t beat this place 	['however', 'if', 'you', 'want', 'great', 'food', 'at', 'a', 'great', 'price', 'and', 'do', 'n', 't', 'mind', 'the', 'door', 'you', 'ca', 'n', 't', 'beat', 'this', 'place']
quick and friendly service .	3,4 SERVICE#GENERAL 2 0,1	3,4 SERVICE#GENERAL 2 2,3		quick and friendly service .	quick and friendly service 	['quick', 'and', 'friendly', 'service']
this is one of the best comfort food places in the city .	-1,-1 RESTAURANT#GENERAL 2 5,6	-1,-1 RESTAURANT#GENERAL 2 6,7		this is one of the best comfort food places in the city .	this is one of the best comfort food places in the city 	['this', 'is', 'one', 'of', 'the', 'best', 'comfort', 'food', 'places', 'in', 'the', 'city']
it ' s somewhere you can eat and be happy .	-1,-1 RESTAURANT#GENERAL 2 9,10			it ' s somewhere you can eat and be happy .	it  s somewhere you can eat and be happy 	['it', 's', 'somewhere', 'you', 'can', 'eat', 'and', 'be', 'happy']
when you ' re sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you ' d never know there was a world outside .	7,10 AMBIENCE#GENERAL 2 -1,-1	20,21 AMBIENCE#GENERAL 2 14,15	20,21 AMBIENCE#GENERAL 2 16,20	when you ' re sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you ' d never know there was a world outside .	when you  re sitting in their main dining room  which has a spectacular  hand  painted high ceiling  you  d never know there was a world outside 	['when', 'you', 're', 'sitting', 'in', 'their', 'main', 'dining', 'room', 'which', 'has', 'a', 'spectacular', 'hand', 'painted', 'high', 'ceiling', 'you', 'd', 'never', 'know', 'there', 'was', 'a', 'world', 'outside']
i ca n ' t wait for summer , when they serve outside on their gigantic patio .	16,17 AMBIENCE#GENERAL 2 15,16			i ca n ' t wait for summer , when they serve outside on their gigantic ratio .	i ca n  t wait for summer  when they serve outside on their gigantic ratio 	['i', 'ca', 'n', 't', 'wait', 'for', 'summer', 'when', 'they', 'serve', 'outside', 'on', 'their', 'gigantic', 'ratio']
this little place definitely exceeded my expectations and you sure get a lot of food for your money .	14,15 FOOD#STYLE_OPTIONS 2 -1,-1	14,15 FOOD#PRICES 2 -1,-1	2,3 RESTAURANT#GENERAL 2 4,7	this little place definitely exceeded my expectations and you sure get a lot of food for your money .	this little place definitely exceeded my expectations and you sure get a lot of food for your money 	['this', 'little', 'place', 'definitely', 'exceeded', 'my', 'expectations', 'and', 'you', 'sure', 'get', 'a', 'lot', 'of', 'food', 'for', 'your', 'money']
i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood .	-1,-1 RESTAURANT#GENERAL 2 7,9			i have to say that i am pleasantly surprised and i will most likely stop in again if i am in the neighborhood .	i have to say that i am pleasantly surprised and i will most likely stop in again if i am in the neighborhood 	['i', 'have', 'to', 'say', 'that', 'i', 'am', 'pleasantly', 'surprised', 'and', 'i', 'will', 'most', 'likely', 'stop', 'in', 'again', 'if', 'i', 'am', 'in', 'the', 'neighborhood']
they all know you .	-1,-1 SERVICE#GENERAL 2 -1,-1			they all know you .	they all know you 	['they', 'all', 'know', 'you']
good food .	1,2 FOOD#QUALITY 2 0,1			good food .	good food 	['good', 'food']
good drink .	1,2 DRINKS#QUALITY 2 0,1			good drink .	good drink 	['good', 'drink']
how do you rate home ?	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1			how do you rate home ?	how do you rate home 	['how', 'do', 'you', 'rate', 'home']
i have never had cheescake like this .	4,5 FOOD#QUALITY 2 -1,-1			i have never had cheescake like this .	i have never had cheescake like this 	['i', 'have', 'never', 'had', 'cheescake', 'like', 'this']
i thought i had died and gone to heaven .	-1,-1 FOOD#QUALITY 2 -1,-1			i thought i had died and gone to heaven .	i thought i had died and gone to heaven 	['i', 'thought', 'i', 'had', 'died', 'and', 'gone', 'to', 'heaven']
great spot , whether looking for a couple of drinks or quiet dinner .	1,2 RESTAURANT#GENERAL 2 0,1	1,2 RESTAURANT#MISCELLANEOUS 2 0,1		great spot , whether looking for a couple of drinks or quiet dinner .	great spot  whether looking for a couple of drinks or quiet dinner 	['great', 'spot', 'whether', 'looking', 'for', 'a', 'couple', 'of', 'drinks', 'or', 'quiet', 'dinner']
warm and friendly in the winter and terrific outdoor seating in the warmer months .	8,10 AMBIENCE#GENERAL 2 7,8	-1,-1 AMBIENCE#GENERAL 2 0,1	-1,-1 AMBIENCE#GENERAL 2 2,3	warm and friendly in the winter and terrific outdoor seating in the warmer months .	warm and friendly in the winter and terrific outdoor seating in the warmer months 	['warm', 'and', 'friendly', 'in', 'the', 'winter', 'and', 'terrific', 'outdoor', 'seating', 'in', 'the', 'warmer', 'months']
the food is great and they have a good selection of wines at reasonable prices .	1,2 FOOD#QUALITY 2 3,4	11,12 DRINKS#STYLE_OPTIONS 2 8,10	11,12 DRINKS#PRICES 2 13,14	the food is great and they have a good selection of wines at reasonable prices .	the food is great and they have a good selection of wines at reasonable prices 	['the', 'food', 'is', 'great', 'and', 'they', 'have', 'a', 'good', 'selection', 'of', 'wines', 'at', 'reasonable', 'prices']
we were less than impressed .	-1,-1 RESTAURANT#GENERAL 0 2,5			we were less than impressed .	we were less than impressed 	['we', 'were', 'less', 'than', 'impressed']
we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	3,5 FOOD#QUALITY 0 -1,-1	3,5 FOOD#STYLE_OPTIONS 0 -1,-1		we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .	we ordered the chicken casserole  but what we got were a few small pieces of chicken  all dark meat and on the bone 	['we', 'ordered', 'the', 'chicken', 'casserole', 'but', 'what', 'we', 'got', 'were', 'a', 'few', 'small', 'pieces', 'of', 'chicken', 'all', 'dark', 'meat', 'and', 'on', 'the', 'bone']
probably would not go again . . .	-1,-1 RESTAURANT#GENERAL 0 -1,-1			probably would not go again . . .	probably would not go again   	['probably', 'would', 'not', 'go', 'again']
i ' ve been to sapphire twice and both times the food was fine , if not good .	11,12 FOOD#QUALITY 2 13,14			i ' ve been to sapphire twice and both times the food was fine , if not good .	i  ve been to sapphire twice and both times the food was fine  if not good 	['i', 've', 'been', 'to', 'sapphire', 'twice', 'and', 'both', 'times', 'the', 'food', 'was', 'fine', 'if', 'not', 'good']
stick with the chicken , beef , and lamb dishes .	3,4 FOOD#QUALITY 2 0,1	5,6 FOOD#QUALITY 2 0,1	8,10 FOOD#QUALITY 2 0,1	stick with the chicken , beef , and lamb dishes .	stick with the chicken  beef  and lamb dishes 	['stick', 'with', 'the', 'chicken', 'beef', 'and', 'lamb', 'dishes']
service is friendly , and never had a problem walking in and getting a table .	0,1 SERVICE#GENERAL 2 2,3	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		service is friendly , and never had a problem walking in and getting a table .	service is friendly  and never had a problem walking in and getting a table 	['service', 'is', 'friendly', 'and', 'never', 'had', 'a', 'problem', 'walking', 'in', 'and', 'getting', 'a', 'table']
skip dessert .	1,2 FOOD#QUALITY 0 0,1			skin dessert .	skin dessert 	['skin', 'dessert']
best reuben sandwich ever !	1,3 FOOD#QUALITY 2 0,1			best reuben sandwich ever !	best reuben sandwich ever 	['best', 'reuben', 'sandwich', 'ever']
a classic !	-1,-1 FOOD#QUALITY 2 1,2			a classic !	a classic 	['a', 'classic']
do n ' t miss bloom ' s on your next trip to manhatten .	5,8 RESTAURANT#GENERAL 0 1,5			do n ' t miss bloom ' s on your next trip to manhattan .	do n  t miss bloom  s on your next trip to manhattan 	['do', 'n', 't', 'miss', 'bloom', 's', 'on', 'your', 'next', 'trip', 'to', 'manhattan']
it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .	21,22 RESTAURANT#MISCELLANEOUS 2 -1,-1			it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .	it was the first place we ate on our first trip to new york  and it will be the last place we stop as we head out of town on our next trip to new york 	['it', 'was', 'the', 'first', 'place', 'we', 'ate', 'on', 'our', 'first', 'trip', 'to', 'new', 'york', 'and', 'it', 'will', 'be', 'the', 'last', 'place', 'we', 'stop', 'as', 'we', 'head', 'out', 'of', 'town', 'on', 'our', 'next', 'trip', 'to', 'new', 'york']
thanks bloom ' s for a lovely trip .	1,4 RESTAURANT#GENERAL 2 6,7			thanks bloom ' s for a lovely trip .	thanks bloom  s for a lovely trip 	['thanks', 'bloom', 's', 'for', 'a', 'lovely', 'trip']
the food was not fresh , the sauces were bland and very oily .	1,2 FOOD#QUALITY 0 3,5	7,8 FOOD#QUALITY 0 9,10	7,8 FOOD#QUALITY 0 12,13	the food was not fresh , the fauces were bland and very oily .	the food was not fresh  the fauces were bland and very oily 	['the', 'food', 'was', 'not', 'fresh', 'the', 'fauces', 'were', 'bland', 'and', 'very', 'oily']
it just was n ' t thai .	-1,-1 FOOD#QUALITY 0 -1,-1			it just was n ' t that .	it just was n  t that 	['it', 'just', 'was', 'n', 't', 'that']
was surprisingly disappointed .	-1,-1 FOOD#QUALITY 0 2,3			was surprisingly disappointed .	was surprisingly disappointed 	['was', 'surprisingly', 'disappointed']
pizza was a little soggy .	0,1 FOOD#QUALITY 0 4,5			penza was a little foggy .	penza was a little foggy 	['penza', 'was', 'a', 'little', 'foggy']
ravioli was good . . . but i have to say that i found everything a bit overpriced .	0,1 FOOD#QUALITY 2 2,3	-1,-1 FOOD#PRICES 0 17,18		ravioli was good . . . but i have to say that i found everything a bit overpriced .	ravioli was good    but i have to say that i found everything a bit overpriced 	['ravioli', 'was', 'good', 'but', 'i', 'have', 'to', 'say', 'that', 'i', 'found', 'everything', 'a', 'bit', 'overpriced']
not enough wines by the glass either .	2,6 DRINKS#STYLE_OPTIONS 0 0,2			not enough wines by the glass either .	not enough wines by the glass either 	['not', 'enough', 'wines', 'by', 'the', 'glass', 'either']
service , however , was excellent . . . and i liked the setting / atmosphere a lot .	0,1 SERVICE#GENERAL 2 5,6	13,16 AMBIENCE#GENERAL 2 11,12		service , however , was excellent . . . and i liked the setting / atmosphere a lot .	service  however  was excellent    and i liked the setting  atmosphere a lot 	['service', 'however', 'was', 'excellent', 'and', 'i', 'liked', 'the', 'setting', 'atmosphere', 'a', 'lot']
food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	0,1 FOOD#QUALITY 1 3,4	-1,-1 RESTAURANT#PRICES 0 -1,-1		food was just average . . . if they lowered the prices just a bit , it would be a bigger draw .	food was just average    if they lowered the prices just a bit  it would be a bigger draw 	['food', 'was', 'just', 'average', 'if', 'they', 'lowered', 'the', 'prices', 'just', 'a', 'bit', 'it', 'would', 'be', 'a', 'bigger', 'draw']
authentic pakistani food .	1,3 FOOD#QUALITY 2 0,1			authentic pakistani food .	authentic pakistani food 	['authentic', 'pakistani', 'food']
just straight up cheap , good food .	6,7 FOOD#QUALITY 2 5,6	6,7 FOOD#PRICES 2 3,4		just straight up cheap , good food .	just straight up cheap  good food 	['just', 'straight', 'up', 'cheap', 'good', 'food']
faan is sooo good .	0,1 RESTAURANT#GENERAL 2 3,4			fan is soon good .	fan is soon good 	['fan', 'is', 'soon', 'good']
the design and atmosphere is just as good .	1,2 AMBIENCE#GENERAL 2 7,8	3,4 AMBIENCE#GENERAL 2 7,8		the design and atmosphere is just as good .	the design and atmosphere is just as good 	['the', 'design', 'and', 'atmosphere', 'is', 'just', 'as', 'good']
bottles of wine are cheap and good .	0,3 DRINKS#PRICES 2 4,5	0,3 DRINKS#QUALITY 2 6,7		bottles of wine are cheap and good .	bottles of wine are cheap and good 	['bottles', 'of', 'wine', 'are', 'cheap', 'and', 'good']
what more could you want ?	-1,-1 RESTAURANT#GENERAL 2 -1,-1			what more could you want ?	what more could you want 	['what', 'more', 'could', 'you', 'want']
the food was actually aweful .	1,2 FOOD#QUALITY 0 4,5			the food was actually awful .	the food was actually awful 	['the', 'food', 'was', 'actually', 'awful']
i ' m not picky - but it was actually gross .	-1,-1 FOOD#QUALITY 0 10,11			i ' m not pick - but it was actually gross .	i  m not pick  but it was actually gross 	['i', 'm', 'not', 'pick', 'but', 'it', 'was', 'actually', 'gross']
nice atmosphere , the service was very pleasant and the desert was good .	1,2 AMBIENCE#GENERAL 2 0,1	4,5 SERVICE#GENERAL 2 7,8	10,11 FOOD#QUALITY 2 12,13	nice atmosphere , the service was very pleasant and the desert was good .	nice atmosphere  the service was very pleasant and the desert was good 	['nice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']
this is the perfect date spot for williamsburg couples .	-1,-1 RESTAURANT#MISCELLANEOUS 2 3,4			this is the perfect date spot for williamsburg couples .	this is the perfect date spot for williamsburg couples 	['this', 'is', 'the', 'perfect', 'date', 'spot', 'for', 'williamsburg', 'couples']
the jukebox plays everything from italian opera to the strokes .	1,2 AMBIENCE#GENERAL 2 -1,-1			the jukebox plays everything from italian opera to the strokes .	the jukebox plays everything from italian opera to the strokes 	['the', 'jukebox', 'plays', 'everything', 'from', 'italian', 'opera', 'to', 'the', 'strokes']
best of all is the warm vibe , the owner is super friendly and service is fast .	6,7 AMBIENCE#GENERAL 2 5,6	9,10 SERVICE#GENERAL 2 12,13	14,15 SERVICE#GENERAL 2 16,17	best of all is the warm vice , the owner is super friendly and service is fast .	best of all is the warm vice  the owner is super friendly and service is fast 	['best', 'of', 'all', 'is', 'the', 'warm', 'vice', 'the', 'owner', 'is', 'super', 'friendly', 'and', 'service', 'is', 'fast']
if only they delivered , they ' d make a mint !	-1,-1 RESTAURANT#MISCELLANEOUS 1 -1,-1			if only they delivered , they ' d make a mint !	if only they delivered  they  d make a mint 	['if', 'only', 'they', 'delivered', 'they', 'd', 'make', 'a', 'mint']
go here for the drinks !	4,5 DRINKS#QUALITY 2 -1,-1			go here for the drinks !	go here for the drinks 	['go', 'here', 'for', 'the', 'drinks']
the drinks are amazing and half off till 8pm .	1,2 DRINKS#QUALITY 2 3,4	1,2 DRINKS#PRICES 2 3,4		the drinks are amazing and half off till pm .	the drinks are amazing and half off till pm 	['the', 'drinks', 'are', 'amazing', 'and', 'half', 'off', 'till', 'pm']
my fav was the sassy lassi . . .	4,6 DRINKS#QUALITY 2 1,2			my far was the say last . . .	my far was the say last   	['my', 'far', 'was', 'the', 'say', 'last']
this is an amazing place to try some roti rolls .	8,10 FOOD#QUALITY 2 6,7			this is an amazing place to try some roi rolls .	this is an amazing place to try some roi rolls 	['this', 'is', 'an', 'amazing', 'place', 'to', 'try', 'some', 'roi', 'rolls']
i really recommend the very simple unda ( egg ) rolls .	6,11 FOOD#QUALITY 2 2,3	6,11 FOOD#QUALITY 2 5,6		i really recommend the very simple undo ( egg ) rolls .	i really recommend the very simple undo  egg  rolls 	['i', 'really', 'recommend', 'the', 'very', 'simple', 'undo', 'egg', 'rolls']
amazing !	-1,-1 FOOD#QUALITY 2 0,1			amazing !	amazing 	['amazing']
toons has recently been redone , so it ' s now a very attractive space .	0,1 AMBIENCE#GENERAL 2 13,14			towns has recently been done , so it ' s now a very attractive space .	towns has recently been done  so it  s now a very attractive space 	['towns', 'has', 'recently', 'been', 'done', 'so', 'it', 's', 'now', 'a', 'very', 'attractive', 'space']
in an area sadly lacking in decent thai food , this is one of the best spots .	7,9 FOOD#QUALITY 2 6,7			in an area sadly lacking in decent that food , this is one of the best spots .	in an area sadly lacking in decent that food  this is one of the best spots 	['in', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'that', 'food', 'this', 'is', 'one', 'of', 'the', 'best', 'spots']
went here last night - nice decor , good service , but the food was surprisingly excellent .	6,7 AMBIENCE#GENERAL 2 5,6	9,10 SERVICE#GENERAL 2 8,9	13,14 FOOD#QUALITY 2 16,17	went here last night - nice door , good service , but the food was surprisingly excellent .	went here last night  nice door  good service  but the food was surprisingly excellent 	['went', 'here', 'last', 'night', 'nice', 'door', 'good', 'service', 'but', 'the', 'food', 'was', 'surprisingly', 'excellent']
the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .	1,2 FOOD#STYLE_OPTIONS 1 3,4			the portions are huge , so it might be good to order three things to split ( rather than one appetite and entree per person ) for two people .	the portions are huge  so it might be good to order three things to split  rather than one appetite and entree per person  for two people 	['the', 'portions', 'are', 'huge', 'so', 'it', 'might', 'be', 'good', 'to', 'order', 'three', 'things', 'to', 'split', 'rather', 'than', 'one', 'appetite', 'and', 'entree', 'per', 'person', 'for', 'two', 'people']
ca n ' t wait to go back .	-1,-1 RESTAURANT#GENERAL 2 -1,-1			ca n ' t wait to go back .	ca n  t wait to go back 	['ca', 'n', 't', 'wait', 'to', 'go', 'back']
beef noodle soup is good as well .	0,3 FOOD#QUALITY 2 4,5			beef noble soup is good as well .	beef noble soup is good as well 	['beef', 'noble', 'soup', 'is', 'good', 'as', 'well']
the service is good and the resturant is clean .	1,2 SERVICE#GENERAL 2 3,4	6,7 AMBIENCE#GENERAL 2 8,9		the service is good and the restaurant is clean .	the service is good and the restaurant is clean 	['the', 'service', 'is', 'good', 'and', 'the', 'restaurant', 'is', 'clean']
best taiwanese food in ny !	1,3 FOOD#QUALITY 2 0,1			best taiwanese food in ny !	best taiwanese food in ny 	['best', 'taiwanese', 'food', 'in', 'ny']
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better .	4,7 RESTAURANT#GENERAL 2 18,19			i have been to ran ' s probably 15 times the past 3 years and it keeps getting better .	i have been to ran  s probably 15 times the past 3 years and it keeps getting better 	['i', 'have', 'been', 'to', 'ran', 's', 'probably', '15', 'times', 'the', 'past', '3', 'years', 'and', 'it', 'keeps', 'getting', 'better']
rao ' s has the best service and atmosphere in nyc .	6,7 SERVICE#GENERAL 2 5,6	8,9 AMBIENCE#GENERAL 2 5,6		ran ' s has the best service and atmosphere in ny .	ran  s has the best service and atmosphere in ny 	['ran', 's', 'has', 'the', 'best', 'service', 'and', 'atmosphere', 'in', 'ny']
good luck getting a table .	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1			good luck getting a table .	good luck getting a table 	['good', 'luck', 'getting', 'a', 'table']
my roommate and i love this place .	6,7 RESTAURANT#GENERAL 2 4,5			my roommate and i love this place .	my roommate and i love this place 	['my', 'roommate', 'and', 'i', 'love', 'this', 'place']
we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .	15,17 AMBIENCE#GENERAL 2 11,12	15,17 AMBIENCE#GENERAL 2 18,19		we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my york with me .	we recently decided to try this location  and to our delight  they have outdoor seating  perfect since i had my york with me 	['we', 'recently', 'decided', 'to', 'try', 'this', 'location', 'and', 'to', 'our', 'delight', 'they', 'have', 'outdoor', 'seating', 'perfect', 'since', 'i', 'had', 'my', 'york', 'with', 'me']
indoor was very cozy and cute .	0,1 AMBIENCE#GENERAL 2 3,4	0,1 AMBIENCE#GENERAL 2 5,6		indoor was very copy and cut .	indoor was very copy and cut 	['indoor', 'was', 'very', 'copy', 'and', 'cut']
the portion sizes here are huge , and the sushi is good .	1,3 FOOD#STYLE_OPTIONS 2 5,6	9,10 FOOD#QUALITY 2 11,12		the portion sizes here are huge , and the such is good .	the portion sizes here are huge  and the such is good 	['the', 'portion', 'sizes', 'here', 'are', 'huge', 'and', 'the', 'such', 'is', 'good']
staff is very accomodating .	0,1 SERVICE#GENERAL 2 3,4			staff is very accomodating .	staff is very accomodating 	['staff', 'is', 'very', 'accomodating']
excellent dumplings served amid clean , chic decor .	1,2 FOOD#QUALITY 2 0,1	7,8 AMBIENCE#GENERAL 2 4,5	7,8 AMBIENCE#GENERAL 2 6,7	excellent dumping served amid clean , chin door .	excellent dumping served amid clean  chin door 	['excellent', 'dumping', 'served', 'amid', 'clean', 'chin', 'door']
i got the $ 10 10 - piece dim sum combo , every bite of which was great .	3,11 FOOD#QUALITY 2 0,1			i got the $ 10 10 - piece dim sum comb , every bite of which was great .	i got the  10 10  piece dim sum comb  every bite of which was great 	['i', 'got', 'the', '10', '10', 'piece', 'dim', 'sum', 'comb', 'every', 'bite', 'of', 'which', 'was', 'great']
but $ 1 for each small piece ? ? ?	-1,-1 FOOD#PRICES 0 -1,-1			but $ 1 for each small piece ? ? ?	but  1 for each small piece   	['but', '1', 'for', 'each', 'small', 'piece']
i wo n ' t go back unless someone else is footing the bill .	-1,-1 RESTAURANT#PRICES 0 -1,-1			i wo n ' t go back unless someone else is footing the bill .	i wo n  t go back unless someone else is footing the bill 	['i', 'wo', 'n', 't', 'go', 'back', 'unless', 'someone', 'else', 'is', 'footing', 'the', 'bill']
the decor is very simple but comfortable .	1,2 AMBIENCE#GENERAL 2 4,5	1,2 AMBIENCE#GENERAL 2 6,7		the door is very simple but comfortable .	the door is very simple but comfortable 	['the', 'door', 'is', 'very', 'simple', 'but', 'comfortable']
the food was delicious but do not come here on a empty stomach .	1,2 FOOD#QUALITY 0 3,4			the food was delicious but do not come here on a empty stomach .	the food was delicious but do not come here on a empty stomach 	['the', 'food', 'was', 'delicious', 'but', 'do', 'not', 'come', 'here', 'on', 'a', 'empty', 'stomach']
the portions are small but being that the food was so good makes up for that .	1,2 FOOD#STYLE_OPTIONS 0 3,4	8,9 FOOD#QUALITY 2 11,12		the portions are small but being that the food was so good makes up for that .	the portions are small but being that the food was so good makes up for that 	['the', 'portions', 'are', 'small', 'but', 'being', 'that', 'the', 'food', 'was', 'so', 'good', 'makes', 'up', 'for', 'that']
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .	4,6 FOOD#QUALITY 2 8,12	14,17 FOOD#QUALITY 2 -1,-1		you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .	you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert 	['you', 'must', 'have', 'the', 'crabmeat', 'lasagna', 'which', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'chocolate', 'bread', 'pudding', 'for', 'dessert']
the staff there is very attentive and down to earth .	1,2 SERVICE#GENERAL 2 5,6	1,2 SERVICE#GENERAL 2 7,10		the staff there is very attentive and down to earth .	the staff there is very attentive and down to earth 	['the', 'staff', 'there', 'is', 'very', 'attentive', 'and', 'down', 'to', 'earth']
i loved it and would go again .	-1,-1 RESTAURANT#GENERAL 2 1,2			i loved it and would go again .	i loved it and would go again 	['i', 'loved', 'it', 'and', 'would', 'go', 'again']
great indian food and the service is incredible .	1,3 FOOD#QUALITY 2 0,1	5,6 SERVICE#GENERAL 2 7,8		great indian food and the service is incredible .	great indian food and the service is incredible 	['great', 'indian', 'food', 'and', 'the', 'service', 'is', 'incredible']
the owner truly caters to all your needs .	1,2 SERVICE#GENERAL 2 -1,-1			the owner truly waters to all your needs .	the owner truly waters to all your needs 	['the', 'owner', 'truly', 'waters', 'to', 'all', 'your', 'needs']
when family came in he gave them apps to test their palets , and then ordered for them .	-1,-1 SERVICE#GENERAL 2 -1,-1			when family came in he gave them apes to test their valets , and then ordered for them .	when family came in he gave them apes to test their valets  and then ordered for them 	['when', 'family', 'came', 'in', 'he', 'gave', 'them', 'apes', 'to', 'test', 'their', 'valets', 'and', 'then', 'ordered', 'for', 'them']
everyone was more then happy with his choices .	-1,-1 SERVICE#GENERAL 2 4,5			everyone was more then happy with his choice .	everyone was more then happy with his choice 	['everyone', 'was', 'more', 'then', 'happy', 'with', 'his', 'choice']
great food and the prices are very reasonable .	1,2 FOOD#QUALITY 2 0,1	-1,-1 RESTAURANT#PRICES 2 7,8		great food and the prices are very reasonable .	great food and the prices are very reasonable 	['great', 'food', 'and', 'the', 'prices', 'are', 'very', 'reasonable']
the food here does a great service to the name ( cantonese that is . . . ) .	1,2 FOOD#QUALITY 2 5,6			the food here does a great service to the name ( cantonese that is . . . ) .	the food here does a great service to the name  cantonese that is     	['the', 'food', 'here', 'does', 'a', 'great', 'service', 'to', 'the', 'name', 'cantonese', 'that', 'is']
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .	6,21 FOOD#QUALITY 2 3,4			i fell in love with the egg nodules in the beef both with shrimp dumping and slices of by roast pork .	i fell in love with the egg nodules in the beef both with shrimp dumping and slices of by roast pork 	['i', 'fell', 'in', 'love', 'with', 'the', 'egg', 'nodules', 'in', 'the', 'beef', 'both', 'with', 'shrimp', 'dumping', 'and', 'slices', 'of', 'by', 'roast', 'pork']
try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .	2,3 FOOD#QUALITY 2 -1,-1	12,15 FOOD#QUALITY 2 17,18	12,15 FOOD#QUALITY 2 19,20	try the longer and the dont like deep fried dough they call of let so , a delicious and sweet wasting bread .	try the longer and the dont like deep fried dough they call of let so  a delicious and sweet wasting bread 	['try', 'the', 'longer', 'and', 'the', 'do', 'nt', 'like', 'deep', 'fried', 'dough', 'they', 'call', 'of', 'let', 'so', 'a', 'delicious', 'and', 'sweet', 'wasting', 'bread']
simply some good tasting chinese food at incredible prices . . .	4,6 FOOD#QUALITY 2 2,4	4,6 FOOD#PRICES 2 2,4		simply some good wasting chinese food at incredible prices . . .	simply some good wasting chinese food at incredible prices   	['simply', 'some', 'good', 'wasting', 'chinese', 'food', 'at', 'incredible', 'prices']
service is not what you are coming here for . . .	0,1 SERVICE#GENERAL 0 -1,-1			service is not what you are coming here for . . .	service is not what you are coming here for   	['service', 'is', 'not', 'what', 'you', 'are', 'coming', 'here', 'for']
whoever the jazz duo was , they were on point .	2,4 AMBIENCE#GENERAL 2 8,10			whoever the jazz do was , they were on point .	whoever the jazz do was  they were on point 	['whoever', 'the', 'jazz', 'do', 'was', 'they', 'were', 'on', 'point']
even the wine by the glass was good .	2,6 DRINKS#QUALITY 2 7,8			even the wine by the glass was good .	even the wine by the glass was good 	['even', 'the', 'wine', 'by', 'the', 'glass', 'was', 'good']
